claim_id,section,statement,claim_type,tier,evidence,status,priority,last_checked,note,source_ref,stale_after
3.2-drp1-fragmentation-marker,3.2,細胞骨架重組導致的線粒體斷裂由 Drp1 蛋白介導，可作為療效標誌。,mechanism,,,unverified,high,,含兩個子宣稱：Drp1 介導斷裂（機制）與可作為療效標誌（應用）。後者為 therapeutic 性質但原文未指任何藥物或終點，暫合列。若查證時兩者證據分歧，依 SCHEMA §6 拆列,mitochondria/axis#1.2.1,
3.2-enos-ser1177,3.2,鈣離子內流經 Src/PI3K/Akt 級聯導致 eNOS 於 Ser1177 磷酸化並釋放 NO。,mechanism,,,unverified,med,,,glycocalyx/v3#3.2;intake/2026-07-28-糖萼層生理#L42,
3.2-mito-anchored-cytoskeleton,3.2,大部分線粒體錨定於細胞骨架，少部分可自由移動。,fact,,,unverified,med,,「大部分／少部分」無量化，原文未給比例。查證時須確認是否有定量研究,mitochondria/axis#1.2.1,
3.2-mito-dynamics-fusion-fission,3.2,線粒體—糖萼軸涉及線粒體融合與分裂的動態平衡以維持穩態。,mechanism,,,unverified,med,,原文以「這軸線還涉及」帶過，無機制細節亦無出處,mitochondria/axis#1.2.1,
3.2-no-hypertension-20-30pct,3.2,糖萼介導的 NO 釋放與高血壓風險降低 20-30% 相關。,epidemiology,,,unverified,high,,原文自述「不是因果關係的直接證據」。百分比未給族群與追蹤期,intake/2026-07-28-糖萼層生理#L42,
3.2-piezo1-complex,3.2,Syndecan-4/Piezo1/PECAM-1 複合體為核心剪切力感測機器，糖萼變形觸發 Piezo1 開啟致鈣離子內流。,mechanism,,,unverified,high,,,glycocalyx/v3#3.2;intake/2026-07-28-糖萼層生理#L40,
3.2-primary-cilia-synergy,3.2,初級纖毛與糖萼在剪切力感測上具協同作用。,mechanism,,,unverified,med,,與 3.2-piezo1-complex 同屬機械感受器複合體群,intake/2026-07-28-糖萼層生理#L40,
3.2-sdc4-ko-no-25pct,3.2,CRISPR 敲除 Syndecan-4 的內皮模型中，NO 生物利用度降低 25%。,mechanism,,,unverified,high,,精確數字＋特定模型，須找到原始研究,glycocalyx/v3#3.2;intake/2026-07-28-糖萼層生理#L42;glycocalyx/heparanase#1.1,
3.3-atiii-thousandfold,3.3,HS 的 3-O 硫酸化序列與 ATIII 結合後，可使其抑制凝血酶與因子 Xa 的活性提高數千倍。,mechanism,,,unverified,med,,,glycocalyx/v3#3.3;intake/2026-07-28-糖萼層生理#L37,
3.3-chemokine-cxcl12,3.3,糖萼結合並呈現 CXCL12 等趨化因子，引導白血球在正確時空遷移。,mechanism,,,unverified,med,,,glycocalyx/v3#3.3;intake/2026-07-28-糖萼層生理#L44,
3.3-covid-complement,3.3,COVID-19 相關微血管病變中，糖萼損傷導致的補體失調是重要機制。,epidemiology,,,unverified,high,,文件標示 2024-2025 研究,glycocalyx/v3#3.3;intake/2026-07-28-糖萼層生理#L53,
3.3-factor-h-complement,3.3,糖萼結合 Factor H 等補體調節因子，防止補體系統在內皮表面過度活化。,mechanism,,,unverified,med,,,glycocalyx/v3#3.3;intake/2026-07-28-糖萼層生理#L52,
3.3-meta2024-platelet,3.3,糖萼完整性與血小板黏附呈顯著反比。,epidemiology,,,unverified,high,,宣稱為薈萃分析，須找到該篇。原 statement 措辭為「2024 年薈萃分析證實」，2026-07-30 依 SCHEMA §6 移除時間形容詞與無主詞措辭；查證對象保留於此：原文宣稱為 2024 年的薈萃分析,glycocalyx/v3#3.3,
3.3-sdc14-shear-no,3.3,糖萼經 syndecan-1/4 將剪應力訊號傳遞至內皮並促進 NO 生成。,mechanism,,,unverified,med,,與 3.2-sdc4-ko-no-25pct（敲除實驗的定量結果）為不同條：本列為機制命題，該列為特定實驗的數值。原文將 syndecan-1 與 syndecan-4 並列，而既有列僅涉 syndecan-4，查證時須確認 syndecan-1 是否也有剪應力感測角色,glycocalyx/heparanase#1.1,
3.3-tfpi-binding,3.3,組織因子途徑抑制物結合於糖萼層並抑制外源性凝血途徑。,mechanism,,,unverified,low,,,glycocalyx/v3#3.3,
3.3-thrombomodulin-protein-c,3.3,糖萼層上的 thrombomodulin 活化 protein C 途徑。,mechanism,,,unverified,med,,,intake/2026-07-28-糖萼層生理#L37,
3.3-thrombomodulin-proteinc,3.3,血栓調節蛋白結合凝血酶並將其轉化為 Protein C 活化劑。,mechanism,,,unverified,low,,,glycocalyx/v3#3.3,
3.3-thrombosis-2-3x,3.3,高凝狀態下 HS 降解導致重症患者血栓事件增加 2-3 倍。,epidemiology,,,unverified,high,,,glycocalyx/v3#3.3;intake/2026-07-28-糖萼層生理#L37,
3.4-ecsod-charge-binding,3.4,ecSOD 經其正電區域與負電 HS 鏈結合而富集於內皮表面，就地清除超氧化物陰離子。,mechanism,,,unverified,med,,,glycocalyx/v3#3.4;intake/2026-07-28-糖萼層生理#L39,
3.4-ext-variant-cvd-30-50pct,3.4,EXT1/EXT2 基因變異與心血管疾病風險增加 30-50% 相關。,epidemiology,,,unverified,high,,原文同時提及「EXT 基因多態性導致變異性」，兩句可能互相削弱。族群未指明,intake/2026-07-28-糖萼層生理#L39,
3.4-nox-uncoupled-enos-mito-ros,3.4,慢性發炎經 NADPH oxidase（NOX1/2/4）、解偶聯 eNOS 與粒線體三個來源產生大量 ROS。,mechanism,,,unverified,high,,三個 ROS 來源並列。與 1.2-ecsod-mito-protection、3.4-ecsod-charge-binding 為上下游關係（本列為來源，該二列為清除）。NOX4 在本檔 DKD 與 DR 段落反覆出現,glycocalyx/heparanase#1.2.3,
3.4-ros-biphasic-dose,3.4,ROS 對糖萼的調節呈劑量依賴性雙相作用。,mechanism,,,unverified,high,,本列為 1.3.4 節的總括命題，兩個具體閾值另列（3.4-ros-eustress-100nm、3.4-ros-distress-500nm）。依 SCHEMA §2，總括命題與具體數值屬不同條,mitochondria/axis#1.3.4,
3.4-ros-distress-500nm,3.4,高於 500 nM 的 H₂O₂ 屬病理濃度，可激活 NF-κB 上調 MMPs、氧化糖萼的硫酸基團並誘導內皮細胞凋亡。,mechanism,,,unverified,high,,具體閾值。三個下游效應並列。「氧化硫酸基團」與 2.4 的硫酸化主題相關，查證時交叉比對。〔2026-08-01〕claim_type 由 fact 改為 mechanism（schema v8 逐列複核）,mitochondria/axis#1.3.4,
3.4-ros-eustress-100nm,3.4,低於 100 nM 的 H₂O₂ 屬生理濃度，可激活 eNOS 促進 NO 生成並誘導 SOD2 與 Catalase。,mechanism,,,unverified,high,,具體閾值。原文另稱此濃度可「維持糖萼合成與分解的平衡」，該子句未納入 statement（與前二者證據來源可能不同），記此待查。〔2026-08-01〕claim_type 由 fact 改為 mechanism（schema v8 逐列複核）,mitochondria/axis#1.3.4,
3.4-ros-nlrp3-amplification,3.4,ROS 除直接氧化 GAGs 外，並激活 NLRP3 炎症體放大發炎。,mechanism,,,unverified,high,,NLRP3 為具名分子，可查。與 4.1-nets-vicious-cycle 同屬「降解產物放大發炎」但機制不同,mitochondria/axis#1.2.1,
3.5-metabolic-sensor,3.5,糖萼厚度與品質可作為內皮細胞代謝狀態的指標。,mechanism,,,unverified,med,,詮釋性主張,glycocalyx/v3#3.5,
4.1-adam10-adam17-shedding,4.1,TNF-α、IL-1β 與 IL-6 誘導內皮與白血球表現 MMP-2、MMP-9、ADAM10 與 ADAM17，剪切核心蛋白胞外段。,mechanism,,,unverified,high,,與 4.1-mmp-shedding 為不同條：該列僅涉 MMP-9/MMP-2，本列新增 ADAM10 與 ADAM17 兩個蛋白酶及其上游細胞激素。ADAM17 在 heparanase.md 的 DKD 與 DR 段落反覆出現，是該檔的核心分子之一,glycocalyx/heparanase#1.2.1;glycocalyx/heparanase#2.2,
4.1-adamts-versican,4.1,ADAMTS-4 與 ADAMTS-5 在動脈粥樣硬化中切割 Versican 與 Aggrecan。,mechanism,,,unverified,med,,,glycocalyx/v3#4.1;intake/2026-07-28-糖萼層生理#L63,
4.1-cathepsin-low-ph,4.1,組織蛋白酶在斑塊等低 pH 環境中被活化並參與糖萼降解。,mechanism,,,unverified,low,,,glycocalyx/v3#4.1;intake/2026-07-28-糖萼層生理#L65,
4.1-damp-tlr4-loop,4.1,脫落的 Syndecan-1 外域與 HS 片段作為 DAMPs，經 TLR4/NF-κB 誘導 IL-1β 與 TNF-α，形成發炎-降解正反饋。,mechanism,,,unverified,high,,,glycocalyx/v3#4.1;intake/2026-07-28-糖萼層生理#L61;glycocalyx/heparanase#1.2.2,
4.1-has2-suppression,4.1,慢性發炎抑制 HAS2（hyaluronan synthase-2）表現，減少新生 HA。,mechanism,,,unverified,med,,合成側的抑制，與降解側（HYAL2）互補。HAS2 在 heparanase.md 的 GLP-1 段落再度出現（稱 GLP-1 RA 促進 HAS2 表達），查證時可併批,glycocalyx/heparanase#1.2.4;glycocalyx/heparanase#2.2,
4.1-heparanase-dual-activation,4.1,Heparanase 的過度表現同時來自轉錄增加與蛋白水解活化增加。,mechanism,,,unverified,med,,§6.3 首句,glycocalyx/heparanase#6.3,
4.1-heparanase-hs,4.1,肝素酶專一降解 HS 鏈，破壞負電荷屏障並導致抗凝功能喪失。,mechanism,,,unverified,high,,,glycocalyx/v3#4.1;intake/2026-07-28-糖萼層生理#L61;mitochondria/axis#1.3.2;glycocalyx/heparanase#1.2.2;glycocalyx/heparanase#3.2,
4.1-heparanase-hs-50-90pct-hours,4.1,動物實驗顯示 50-90% 的 heparan sulfate 在數小時內消失。,fact,,,unverified,high,,具體數值加時間尺度。與 2.2-pathological-50-90pct（病理狀態下厚度減少 50-90%）數值相同但量不同：該列量厚度，本列量 HS 分子存量，且本列有「數小時內」的時間條件。依 SCHEMA §2 為不同條。「數小時」無明確下限，查證時須確認原始實驗的取樣時點,glycocalyx/heparanase#1.2.2,
4.1-hmw-to-lmw-ha-tlr24,4.1,高分子量 HA 被降解為低分子量片段後刺激 TLR2 與 TLR4。,mechanism,,,unverified,med,,既有 4.1-hyaluronidase-ha 已述「產生具促炎作用的低分子量片段」但未指名受體。本列指名 TLR2/TLR4，為可獨立證偽的新內容,glycocalyx/heparanase#1.2.4,
4.1-hyal2-induction,4.1,慢性發炎誘導 hyaluronidase-2（HYAL2）表現增加。,mechanism,,,unverified,med,,與 4.1-hyaluronidase-ha 為不同條：該列為透明質酸酶的作用結果，本列指名 HYAL2 亞型並指出其上游為慢性發炎,glycocalyx/heparanase#1.2.4,
4.1-hyaluronidase-ha,4.1,透明質酸酶降解 HA 骨架並產生具促炎作用的低分子量片段。,mechanism,,,unverified,med,,原文此項重複列出兩次（第 3 與第 5 項），已合併,glycocalyx/v3#4.1;intake/2026-07-28-糖萼層生理#L61;glycocalyx/heparanase#1.2.4,
4.1-icam-vcam-exposure,4.1,糖萼損傷暴露內皮黏附分子 ICAM-1 與 VCAM-1，進一步招募發炎細胞。,mechanism,,,unverified,med,,v3 §3.3 有「健康糖萼遮蔽 E-selectin 與 ICAM-1」，本列為其反面（損傷後暴露）並新增 VCAM-1。依 SCHEMA §2，正反命題屬不同條,glycocalyx/heparanase#1.3;glycocalyx/heparanase#3.3,
4.1-mmp-shedding,4.1,MMP-9 與 MMP-2 在發炎刺激下切割 Syndecan 的胞外結構域，導致糖萼脫落。,mechanism,,,unverified,med,,,glycocalyx/v3#4.1;intake/2026-07-28-糖萼層生理#L61;mitochondria/axis#1.3.2;glycocalyx/heparanase#1.2.1,
4.1-nets-vicious-cycle,4.1,糖萼降解促進 NETs 形成，NETs 所含的組織蛋白酶與彈性蛋白酶進一步破壞糖萼。,mechanism,,,unverified,high,,與 4.1-cathepsin-low-ph 的酶種重疊，查證時併看,intake/2026-07-28-糖萼層生理#L55,
4.1-plasmin-degradation,4.1,Plasmin 在纖維蛋白溶解過程中降解糖萼成分。,mechanism,,,unverified,med,,,intake/2026-07-28-糖萼層生理#L67,
4.1-ros-activates-mmp-heparanase,4.1,ROS 活化 MMPs 與 heparanase。,mechanism,,,unverified,high,,本列與 axis 的 1.3.2 節同義，但 axis 該段已由 4.1-mmp-shedding 與 4.1-heparanase-hs 兩列的 source_ref 承接。本列獨立建列的理由是「ROS 作為上游」這個因果方向本身是可證偽命題，而該二列的 statement 未包含上游,glycocalyx/heparanase#1.2.3,
4.1-ros-desulfation,4.1,ROS 直接氧化 GAGs 側鏈使其斷裂或去硫酸化。,mechanism,,,unverified,high,,「去硫酸化」（desulfation）與 2.4 的硫酸化模式主題直接相關，查證時交叉比對。與 axis 的 3.4-ros-distress-500nm（>500 nM H₂O₂ 氧化硫酸基團）高度相關但非同條：該列有具體濃度閾值，本列無,glycocalyx/heparanase#1.2.3;glycocalyx/heparanase#2.2;glycocalyx/heparanase#3.2;glycocalyx/heparanase#4.2.1,
4.1-ros-inhibits-gag-synthase,4.1,ROS 抑制內皮 GAGs 合成酵素 EXT1 與 NDST1。,mechanism,,,unverified,high,,與 1.2-ext-activity-drop 為不同條：該列的上游是線粒體功能障礙且效果是「活性下降」，本列的上游是 ROS 且明確指名 NDST1。兩列可能描述同一現象的不同層面，查證時一併處理，若證實為同一條則依 SCHEMA §6 合併,glycocalyx/heparanase#1.2.3;glycocalyx/heparanase#3.2,
4.1.1-active-site-glu225-glu343,4.1.1,Heparanase 的活性中心為 Glu225 與 Glu343 兩個氨基酸。,fact,,,unverified,high,,§6.1,glycocalyx/heparanase#6.1,
4.1.1-cathepsin-l-activation,4.1.1,組織蛋白酶 L 在酸性環境中剪切 pro-heparanase，生成 8 kDa 與 50 kDa 組成的異二聚體活性形式。,mechanism,,,unverified,high,,§6.1 活化過程第 3 步。原文寫「剪切第158–543位」，該區間是剪切後 50 kDa 次單元的殘基範圍，不是剪切位點本身，原措辭記此待查。與 4.1-cathepsin-low-ph（組織蛋白酶在低 pH 活化）互相標註,glycocalyx/heparanase#6.1,
4.1.1-heparanase-glucosamine-specificity,4.1.1,Heparanase 專一性剪斷 heparan sulfate 側鏈上的特定葡萄糖胺結構。,mechanism,,,unverified,med,,與 4.1-heparanase-hs 為不同條：該列為降解的功能後果（破壞負電屏障、抗凝喪失），本列為切位的分子專一性。歸 4.1.1（肝素酶分子生物學）而非 4.1,glycocalyx/heparanase#1.2.2,
4.1.1-heparanase-only-hs-endoglycosidase,4.1.1,Heparanase 是人體已知唯一能剪斷 heparan sulfate 側鏈的內切糖苷酶。,fact,,,unverified,high,,§5 與 §6 之間的接縫前言（L463）。原文附「目前國際公認」，未具名權威依 SCHEMA §6 移除，原措辭記此。「唯一」為全稱宣稱，只需一個反例即不成立，查證成本低於帶區間的宣稱,glycocalyx/heparanase#L463,
4.1.1-hpa-gene-4q21,4.1.1,Heparanase 由位於 4q21.3 的 HPA 單一基因編碼。,fact,,,unverified,high,,§6.1,glycocalyx/heparanase#6.1,
4.1.1-pro-heparanase-65kda,4.1.1,Heparanase 前體蛋白為 65 kDa，含 543 個氨基酸。,fact,,,unverified,high,,§6.1,glycocalyx/heparanase#6.1,
4.1.1-secretion-lysosome,4.1.1,Pro-heparanase 分泌至細胞外或進入溶酶體。,mechanism,,,unverified,med,,§6.1 活化過程第 2 步,glycocalyx/heparanase#6.1,
4.1.1-synthesis-rough-er,4.1.1,65 kDa pro-heparanase 於粗糙內質網合成。,mechanism,,,unverified,med,,§6.1 活化過程第 1 步,glycocalyx/heparanase#6.1,
4.1.2-expression-keratinocyte-immune,4.1.2,Heparanase 亦表現於角質細胞、血小板與免疫細胞。,fact,,,unverified,med,,§6.2。原文的免疫細胞清單為「T細胞、B細胞、單核細胞、肥胖細胞、中性粒細胞」。〔注意〕「肥胖細胞」應為「肥大細胞」（mast cell）之誤植——肥大細胞的舊譯即為肥胖細胞，但在當代中文醫學文獻中「肥胖細胞」易與 adipocyte 混淆。statement 未逐列細胞型別以避免固化誤植，原文記此,glycocalyx/heparanase#6.2,
4.1.2-growth-factor-release-low,4.1.2,Heparanase 從 HS 儲存庫低量釋放 FGF-2、VEGF 與 HGF。,mechanism,,,unverified,med,,§6.2 生理功能表第 6 列，原文括註「（低量）」，模態逐字保留。〔注意〕與 §6.3.1 腫瘤機制第 2 項「釋放大劑量 VEGF、FGF-2、HGF」（7.1-tumor-growth-factor-release）為同一機制的生理版與病理版，量級相反，兩列須併看,glycocalyx/heparanase#6.2,
4.1.2-hair-follicle-cycle,4.1.2,Heparanase 降解基底膜 HS 以允許毛囊重塑，參與毛囊生長週期。,mechanism,,,unverified,med,,§6.2 生理功能表第 3 列,glycocalyx/heparanase#6.2,
4.1.2-highest-in-placenta,4.1.2,正常成人組織中 heparanase 表達最高處為胎盤，特別是合胞體滋養層。,fact,,,unverified,high,,§6.2,glycocalyx/heparanase#6.2,
4.1.2-hs-turnover,4.1.2,Heparanase 參與 HS 轉換，維持細胞外基質與糖萼的正常更新。,mechanism,,,unverified,med,,§6.2 生理功能表第 1 列,glycocalyx/heparanase#6.2,
4.1.2-immune-cell-egress,4.1.2,活化的 T 細胞與樹突細胞從淋巴結遷出需要降解 HS 屏障。,mechanism,,,unverified,med,,§6.2 生理功能表第 5 列,glycocalyx/heparanase#6.2,
4.1.2-knockout-mild-phenotype,4.1.2,Heparanase 敲除小鼠僅呈現輕微表型。,fact,,,unverified,high,,§6.2。原文以此作為「heparanase 非必需」的論據，該推論本身未列入 statement,glycocalyx/heparanase#6.2,
4.1.2-normal-expression-very-low,4.1.2,正常成人組織中 heparanase 的表達極低。,fact,,,unverified,high,,§6.2 首句。〔2026-08-02〕§6.6 第 1 點重述「低量、嚴格調控的正常酵素」，追加 source_ref,glycocalyx/heparanase#6.2;glycocalyx/heparanase#6.6,
4.1.2-placental-angiogenesis,4.1.2,滋養層侵入子宮內膜需要 heparanase。,mechanism,,,unverified,med,,§6.2 生理功能表第 4 列。與 4.1.2-highest-in-placenta 互相標註——胎盤表達最高與胎盤功能需求為同一敘述的兩面,glycocalyx/heparanase#6.2,
4.1.2-wound-healing-migration,4.1.2,Heparanase 經促進巨噬細胞與內皮細胞遷移參與傷口癒合。,mechanism,,,unverified,med,,§6.2 生理功能表第 2 列,glycocalyx/heparanase#6.2,
4.1.3-angiotensin2-5-15x,4.1.3,Angiotensin II 誘導 heparanase 5-15 倍。,mechanism,,,unsupported,high,2026-08-07,§6.4 表第 2 列誘導倍數欄。回填 2026-08-07：Ang II 與 heparanase 的關聯有間接證據——AT1 受體拮抗劑治療可降低腎小球 heparanase 表達並回復 HS；PMC4978400 亦把 Ang II 列為 eNOS 與 heparanase 的共同上游調控因子。但**無任何文獻給出 5-15 倍**，三次不同措辭均無果。`~` 的不對位維度為**量綱**：文獻給的是拮抗劑處理後的下降，statement 要的是刺激後的誘導倍數〔evidence 欄修正〕PMC4978400（eNOS 防止 heparanase 誘導，文中把 Ang II 列為共同上游）本次僅取得 PMC 編號，SCHEMA §4 的 token 形式不含 PMC，故 evidence 留空，僅記此。,glycocalyx/heparanase#6.4,
4.1.3-angiotensin2-at1-pkc,4.1.3,Angiotensin II 經 AT1 受體–PKC 途徑誘導 heparanase。,mechanism,animal,PMID:16899518,partial,med,2026-08-09,"§6.4 表第 2 列訊號途徑欄。回填 2026-08-09：**AT1 這一環有活體藥理證據，PKC 這一環沒有**。PMID:16899518（Kramer et al., JASN 2006，大鼠 adriamycin 腎病變）在蛋白尿已成立後給予 AT1 受體拮抗劑兩週，腎小球 heparanase 表達顯著下降且 HS 回復；同文另以羥自由基清除劑 DMTU 預防了 heparanase 上升。這是上一批僅由 ResearchGate 轉載頁得知、依 queries.md §1.6 未採計的那筆研究，本批取得 PubMed 原始摘要後轉為正式 evidence。不對位處有二：(1) **PKC 完全沒有出處**——三次檢索只找到 Ang II→AT1→PKC-δ→p38 導致足細胞凋亡的研究，終點是凋亡不是 heparanase；PMC4978400 把 PKC 與 Ang II 並列為 eNOS 與 heparanase 的共同調控因子，但那是綜述式並列，不是實驗。(2) **證據型別是拮抗而非誘導**，且拮抗劑是在既有蛋白尿上給藥，heparanase 下降有可能是蛋白尿減輕的下游結果，該文自己的結論用詞也只到「suggest involvement」。statement 需補「PKC」的出處或刪去該環節。",glycocalyx/heparanase#6.4,
